id,title,regions,modes,scene,political_hook,choice,effects,outcome,source
deep_rustbelt_convoy,Rust Belt Convoy,RustBelt,deep / deep_end,enc-convoy,tariffs,Join the marked-detour group,"{""travel_bonus_ratio"": 0.3, ""credibility"": 1}",You signal and leave a gap. The trucker approves a trade agreement consisting entirely of waving.,https://www.govinfo.gov/app/details/DCPD-202500403
deep_beltway_fastpass,The Flagger Knows the Way,Beltway,deep / deep_end,enc-checkpoint,receipts,Take the coned route on signal,"{""travel_bonus_ratio"": 0.45}",You gain miles. The flagger gets you moving with one hand. The banner requires two poles to stand there.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
deep_beltway_fastpass,The Flagger Knows the Way,Beltway,deep / deep_end,enc-checkpoint,receipts,Wait for the easier merge,"{""travel_bonus_ratio"": 0.28, ""sanity"": 1}",You merge smoothly. The back-seat transport committee is reduced to one satisfied grunt.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
clinic_triage,No Subscription Required,Heartland / RustBelt / Beltway / PacificCoast / MountainWest / Southwest,classic / deep / deep_end,enc-clinic,maha,Wave them off,"{""sanity"": -1}",You declare everyone fine. Six worried people spend the next mile conducting a medical review by side-eye.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
clinic_triage,No Subscription Required,Heartland / RustBelt / Beltway / PacificCoast / MountainWest / Southwest,classic / deep / deep_end,enc-clinic,maha,Use your water; get checked — 1 supply,"{""supplies"": -1, ""hp"": 1}",You drink your water and get checked. The bill is so absent you check under the chair.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
clinic_triage,No Subscription Required,Heartland / RustBelt / Beltway / PacificCoast / MountainWest / Southwest,classic / deep / deep_end,enc-clinic,maha,Donate and document shortages — 2 supplies,"{""supplies"": -2, ""credibility"": 2}","Bandages donated, shortages logged. The wellness banner covers twelve square feet and absolutely no wounds.",https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
overnight_briefing,"Five Accomplishments, Six Exhausted People",RustBelt / Beltway,classic / deep / deep_end,enc-night-briefing,bullets,Keep everyone awake; finish the notes,"{""sanity"": -1}",The notes grow longer. The van becomes an unpaid staff meeting with worse ventilation.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
overnight_briefing,"Five Accomplishments, Six Exhausted People",RustBelt / Beltway,classic / deep / deep_end,enc-night-briefing,bullets,Share one pack; take turns working,"{""supplies"": -1, ""rest"": true, ""sanity"": 1}",One supply pack buys rotating naps. Democracy runs on crackers and whoever's least asleep.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
overnight_briefing,"Five Accomplishments, Six Exhausted People",RustBelt / Beltway,classic / deep / deep_end,enc-night-briefing,bullets,Accept the attendant’s offer; sleep,"{""allies"": 1, ""rest"": true}",You sleep; your new ally texts when the doors open. The message ends before anyone asks for a campaign donation.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_straw_reserve,Emergency Straw Reserve,Heartland,classic / deep / deep_end,enc-community,straws,Buy two water bundles: $6,"{""cash_cents"": -600, ""supplies"": 2}","Six dollars for water, free straws. Washington would like credit for the affordable part.",https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_straw_reserve,Emergency Straw Reserve,Heartland,classic / deep / deep_end,enc-community,straws,Count the boxes for $10,"{""cash_cents"": 1000, ""sanity"": -1}",Ten dollars earned. The manager asks for a second count. Freedom has a closing checklist.,https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_straw_reserve,Emergency Straw Reserve,Heartland,classic / deep / deep_end,enc-community,straws,Keep driving; skip the straws,"{""morale"": -1}",You pass a 'WE LISTENED' banner. Six broke people try to look more like drinking utensils.,https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_corn_bullets,Five Things Corn Did Last Week,Heartland,classic / deep / deep_end,enc-farm-office,bullets,Document the work the form omits,"{""sanity"": -1, ""credibility"": 2, ""add_receipt"": ""sat_corn_bullets""}","You save her approved account, cross-eyed. Management has converted photosynthesis into a clerical backlog.",https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_corn_bullets,Five Things Corn Did Last Week,Heartland,classic / deep / deep_end,enc-farm-office,bullets,Type her notes for $8,"{""cash_cents"": 800, ""morale"": 1}",You type her notes and pocket eight dollars. The corn has hired a ghostwriter.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_corn_bullets,Five Things Corn Did Last Week,Heartland,classic / deep / deep_end,enc-farm-office,bullets,Pass on the paperwork,"{""morale"": -1}","You leave her filling boxes. Outside, the corn brazenly refuses to network.",https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_grant_groceries,Locally Grown Funding Gap,Heartland,classic / deep / deep_end,enc-community,food,Donate two food bundles,"{""supplies"": -2, ""allies"": 1}",The co-op swaps contact details with you. Your beans have negotiated better connections than your résumé.,https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_grant_groceries,Locally Grown Funding Gap,Heartland,classic / deep / deep_end,enc-community,food,Load crates for $12,"{""cash_cents"": 1200, ""hp"": -1, ""morale"": 1}",You load the crates and collect twelve dollars. Your back sends its invoice separately.,https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_grant_groceries,Locally Grown Funding Gap,Heartland,classic / deep / deep_end,enc-community,food,Keep your supplies; keep driving,"{""morale"": -1}","Back in the van, you discuss incorporating the beans. Maybe then somebody will bail them out.",https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_cow_citations,The Cow Hasn’t Read It Either,Heartland,classic / deep / deep_end,enc-community,maha,Check titles; save the dead links,"{""sanity"": -1, ""credibility"": 3, ""add_receipt"": ""sat_cow_citations""}","You save the mismatches, squinting. The cow remains the only author you can locate.",https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_cow_citations,The Cow Hasn’t Read It Either,Heartland,classic / deep / deep_end,enc-community,maha,Buy two snack packs — $5,"{""cash_cents"": -500, ""supplies"": 2}",Five dollars. Two snack packs. The wrappers make no campaign promises.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_cow_citations,The Cow Hasn’t Read It Either,Heartland,classic / deep / deep_end,enc-community,maha,Leave the stand,"{""morale"": -1}",You leave hungry. The cardboard cow keeps smiling through lunch. Corporate has finally found its model employee.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_forecast_corrected,Optimism Will Not Dry Your Socks,Heartland,classic / deep / deep_end,enc-street,weather,Shelter and eat — 1 supply,"{""supplies"": -1, ""hp"": 1}","You recover over a snack. Outside, the sun sticker makes its first contact with weather.",https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_forecast_corrected,Optimism Will Not Dry Your Socks,Heartland,classic / deep / deep_end,enc-street,weather,Trust the sign; reassure the crew,"{""sanity"": 1, ""credibility"": -2}",You relax and announce clear skies. Then the first raindrop performs a hostile fact-check.,https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_forecast_corrected,Optimism Will Not Dry Your Socks,Heartland,classic / deep / deep_end,enc-street,weather,Skip the festival,"{""morale"": -1}",You pass the fry stall. Nobody says ‘at least we saved money’ without a death stare.,https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_parking_gulf,Gulf of Parking Lot,Heartland,classic / deep / deep_end,enc-rest-area,names,Repaint the sign for $7,"{""cash_cents"": 700, ""sanity"": -1}",Seven dollars earned. The owner announces a waterfront upgrade. The attendant resumes asking for a drain.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_parking_gulf,Gulf of Parking Lot,Heartland,classic / deep / deep_end,enc-rest-area,names,Check and mark the dry exit,"{""credibility"": 2}",You mark the dry exit. The owner's maritime empire ends at a correctly drawn arrow.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_parking_gulf,Gulf of Parking Lot,Heartland,classic / deep / deep_end,enc-rest-area,names,Leave before the parking pitch,"{""morale"": -1}",You leave the puddle undefeated. The van's cup holder remains your entire waterfront portfolio.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_library_minimum,The Minimum Viable Library,Heartland,classic / deep / deep_end,enc-library,libraries,Donate one reading-table snack bundle,"{""supplies"": -1, ""allies"": 1, ""sanity"": 1}",The librarian gives you her contact card. Your crackers now qualify as a suspiciously effective public-private partnership.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_library_minimum,The Minimum Viable Library,Heartland,classic / deep / deep_end,enc-library,libraries,Check catalog entries for $9,"{""cash_cents"": 900, ""sanity"": -1, ""credibility"": 1}",Nine dollars earned and a librarian's endorsement. Your eyes would like books to come in fewer letters.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_library_minimum,The Minimum Viable Library,Heartland,classic / deep / deep_end,enc-library,libraries,Get back on the road,"{""morale"": -1}",You pass the free-computer sign. Dangerous stuff. Somebody could look up what a union does.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_tariff_forklift,The Tariff Relabeling Shift,Heartland,classic / deep / deep_end,enc-convoy,tariffs,Move the boxes for $14,"{""cash_cents"": 1400, ""hp"": -1}",Fourteen dollars earned. Your shoulders would like to offshore the next box.,https://www.govinfo.gov/app/details/DCPD-202500403
sat_tariff_forklift,The Tariff Relabeling Shift,Heartland,classic / deep / deep_end,enc-convoy,tariffs,Match labels for two supply packs,"{""supplies"": 2, ""sanity"": -1}","Cross-eyed, you collect two road packs. You check whether lunch has also been amended.",https://www.govinfo.gov/app/details/DCPD-202500403
sat_tariff_forklift,The Tariff Relabeling Shift,Heartland,classic / deep / deep_end,enc-convoy,tariffs,Pass on the work,"{""morale"": -1}",The boxes stay. So does the gas-money problem.,https://www.govinfo.gov/app/details/DCPD-202500403
sat_alternator_tariff,The Patriotic Parts Counter,RustBelt,classic / deep / deep_end,enc-service,tariffs,Buy the kit — $12,"{""cash_cents"": -1200, ""supplies"": 3}",You buy the kit. China owes you a beer.,https://www.govinfo.gov/app/details/DCPD-202500403
sat_alternator_tariff,The Patriotic Parts Counter,RustBelt,classic / deep / deep_end,enc-service,tariffs,Get a written quote,"{""sanity"": -1, ""credibility"": 2, ""add_receipt"": ""sat_alternator_tariff""}",She prints it. “For your reimbursement from China.”,https://www.govinfo.gov/app/details/DCPD-202500403
sat_alternator_tariff,The Patriotic Parts Counter,RustBelt,classic / deep / deep_end,enc-service,tariffs,Leave with the $12,"{""morale"": -1}","The kit stays on the shelf, awaiting payment from Beijing.",https://www.govinfo.gov/app/details/DCPD-202500403
sat_billion_pothole,The Eight-Billion-Dollar Pothole,RustBelt,classic / deep / deep_end,enc-cafe,receipts,Save the claim and correction,"{""credibility"": 3, ""sanity"": -1, ""add_receipt"": ""sat_billion_pothole""}",You save both. A cashier has to explain a missing quarter. DOGE gets three spare zeroes.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_billion_pothole,The Eight-Billion-Dollar Pothole,RustBelt,classic / deep / deep_end,enc-cafe,receipts,Haul the bags — earn $10,"{""cash_cents"": 1000, ""hp"": -1}",You haul the bags and pocket $10. Your back would prefer DOGE’s math.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_billion_pothole,The Eight-Billion-Dollar Pothole,RustBelt,classic / deep / deep_end,enc-cafe,receipts,Drive around the damn hole,"{""morale"": -1}","Finally, a problem you can solve by moving further left.",https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_bridge_bullets,Please Account for the Bridge,RustBelt,classic / deep / deep_end,enc-bridge,bullets,"Type, check and save their report","{""sanity"": -2, ""credibility"": 2, ""add_receipt"": ""sat_bridge_bullets""}","Report saved, eyes aching. “Kept the cars out of the river” is somehow the difficult part to explain.",https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_bridge_bullets,Please Account for the Bridge,RustBelt,classic / deep / deep_end,enc-bridge,bullets,Share one lunch pack,"{""supplies"": -1, ""allies"": 1}",Your new ally submits “chewed” five times on the wrapper. Lunch now qualifies as more productive than bridge repair.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_bridge_bullets,Please Account for the Bridge,RustBelt,classic / deep / deep_end,enc-bridge,bullets,Take the reopened lane,"{""morale"": -1}",You cross the bridge. Its workers are still explaining why that should count.,https://apnews.com/article/53e59ab9a4bc52ce5553e0e83bb8cc7b
sat_press_pool_radio,"Reply All, Clock Out",RustBelt,classic / deep / deep_end,enc-cafe,signal,Document the mix-up with permission,"{""credibility"": 2}",You show the owner. He creates separate chats and calls it a restructuring.,https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_press_pool_radio,"Reply All, Clock Out",RustBelt,classic / deep / deep_end,enc-cafe,signal,Sort the contacts for $8,"{""cash_cents"": 800, ""sanity"": -1}",Eight dollars. Forty-seven messages. The owner describes identifying three customers as ‘digital transformation.’,https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_press_pool_radio,"Reply All, Clock Out",RustBelt,classic / deep / deep_end,enc-cafe,signal,Skip the job,"{""morale"": -1}",You leave without eight dollars. The gas pump has no interest in your work-life balance.,https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_hydration_pressure,Hydration Sovereignty,RustBelt,classic / deep / deep_end,enc-service,shower,Use one wash-kit bundle; shower,"{""supplies"": -1, ""sanity"": 2}",You emerge clean. The crew declines your suggestion of a ribbon-cutting for the armpits.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_hydration_pressure,Hydration Sovereignty,RustBelt,classic / deep / deep_end,enc-service,shower,Brace the display for $9,"{""cash_cents"": 900, ""hp"": -1}",Nine dollars and aching arms for holding the display upright. The clerk admires the design: 'Saved a fortune on the base.',https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_hydration_pressure,Hydration Sovereignty,RustBelt,classic / deep / deep_end,enc-service,shower,Stay dry; keep driving,"{""morale"": -1}",You leave unwashed. The van's air freshener submits a resignation letter.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_museum_grant,The Exhibit of Pending Funds,RustBelt,classic / deep / deep_end,enc-museum,libraries,Scan exhibit photos for $11,"{""cash_cents"": 1100, ""sanity"": -1}",You finish the scans and collect eleven dollars. The historical payroll is starting to look competitive.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_museum_grant,The Exhibit of Pending Funds,RustBelt,classic / deep / deep_end,enc-museum,libraries,Share one snack bundle; take tour,"{""supplies"": -1, ""morale"": 2}",The guide shares your snacks beside the company-store exhibit. Your employer's discount scheme suddenly looks less original.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_museum_grant,The Exhibit of Pending Funds,RustBelt,classic / deep / deep_end,enc-museum,libraries,Head back to the van,"{""morale"": -1}",The exhibit ends at the eight-hour day. Your phone asks whether you'd like to work tonight.,https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-continues-the-reduction-of-the-federal-bureaucracy/
sat_factcheck_shift,Click Here for Fifteen Dollars,RustBelt,classic / deep / deep_end,enc-media-workshop,maha,Check and log links for $15,"{""cash_cents"": 1500, ""sanity"": -2, ""credibility"": 2, ""add_receipt"": ""sat_factcheck_shift""}",Fifteen dollars earned. Mismatches logged. Your eyes have put in for hazard pay.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_factcheck_shift,Click Here for Fifteen Dollars,RustBelt,classic / deep / deep_end,enc-media-workshop,maha,Vouch for the studies by title,"{""morale"": 1, ""credibility"": -1}",Your cabinet impression gets a laugh. The editor opens a link: wrong paper. ‘Oh. You’re still doing the impression.’,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_factcheck_shift,Click Here for Fifteen Dollars,RustBelt,classic / deep / deep_end,enc-media-workshop,maha,Pass on the assignment,"{""morale"": -1}",You decline. The fuel gauge immediately requests a meeting about your career choices.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_food_shelf,The Shelf Is Still Hungry,RustBelt,classic / deep / deep_end,enc-community,food,Pack bags for three food bundles,"{""supplies"": 3, ""hp"": -1}",Three bundles earned. Your shoulders would like their share delivered directly to a heating pad.,https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_food_shelf,The Shelf Is Still Hungry,RustBelt,classic / deep / deep_end,enc-community,food,Sort delivery forms for $10,"{""cash_cents"": 1000, ""sanity"": -1}",Ten dollars for matching groceries to addresses. Add a subscription fee and a tech founder could announce he invented delivery.,https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_food_shelf,The Shelf Is Still Hungry,RustBelt,classic / deep / deep_end,enc-community,food,Skip the shift,"{""morale"": -1}","You keep driving. For dinner, the government recommends imagining how much worse socialism would taste.",https://content.govdelivery.com/accounts/WIDATCP/bulletins/3d6544a
sat_cabinet_guest,Manager Approval Required,Beltway,classic / deep / deep_end,enc-cafe,signal,Read the actual report,"{""sanity"": -1, ""credibility"": 3, ""add_receipt"": ""sat_cabinet_guest""}","You save it. Apparently you’re cleared for airstrikes, just not dipping sauce.",https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_cabinet_guest,Manager Approval Required,Beltway,classic / deep / deep_end,enc-cafe,signal,Retell it from memory—with impressions,"{""morale"": 2, ""credibility"": -2}","The crew laughs. You invent a detail, then defend it. Now you’re doing the whole administration.",https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_cabinet_guest,Manager Approval Required,Beltway,classic / deep / deep_end,enc-cafe,signal,Give her back her break,"{""morale"": -1}","Two minutes for fries, then back to guarding the strategic ranch reserve.",https://apnews.com/article/c0addd08c627ab01a37ea63621cb695e
sat_name_infrastructure,The Name Is the Infrastructure,Beltway,classic / deep / deep_end,enc-service-counter,names,Buy the $6 map as evidence,"{""cash_cents"": -600, ""credibility"": 1}",You keep it beside the closure notice. Six dollars for the county’s collectible alternate reality.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_name_infrastructure,The Name Is the Infrastructure,Beltway,classic / deep / deep_end,enc-service-counter,names,Compare notices with the clerk,"{""sanity"": -1, ""credibility"": 2}",You untangle the notices and save the route. The clerk christens your headache “Progress.” It continues hurting.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_name_infrastructure,The Name Is the Infrastructure,Beltway,classic / deep / deep_end,enc-service-counter,names,Leave and follow the posted detour,"{""morale"": -1}",You take the detour. The ribbon-cutting photo remains the shortest route across the river.,https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/
sat_straw_inspection,Strategic Straw Inspection,Beltway,classic / deep / deep_end,enc-checkpoint,straws,Give cashier one snack; decline video,"{""supplies"": -1, ""credibility"": 1}",She eats your snack on camera. 'I'd like my break now.' His freedom documentary has accidentally acquired a labor demand.,https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_straw_inspection,Strategic Straw Inspection,Beltway,classic / deep / deep_end,enc-checkpoint,straws,Read and save the actual order,"{""sanity"": -1, ""credibility"": 2, ""add_receipt"": ""sat_straw_inspection""}",You save the order and correct him on camera. He asks whether facts come in plastic.,https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_straw_inspection,Strategic Straw Inspection,Beltway,classic / deep / deep_end,enc-checkpoint,straws,Decline; wait in the van,"{""morale"": -1}",He films another take. Your cup has received more scrutiny than a defense contract.,https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-ends-the-procurement-and-forced-use-of-paper-straws/
sat_shower_force,The National Shower Demonstration,Beltway,classic / deep / deep_end,enc-rest-area,shower,Mop up for $12,"{""cash_cents"": 1200, ""hp"": -1}",You mop until your back aches and collect twelve dollars. The manager announces that the system is 'self-draining.',https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_shower_force,The National Shower Demonstration,Beltway,classic / deep / deep_end,enc-rest-area,shower,Buy a $5 wash token,"{""cash_cents"": -500, ""sanity"": 2}",You get clean for five dollars. The water stays in the shower. The manager calls this 'nothing special.',https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_shower_force,The National Shower Demonstration,Beltway,classic / deep / deep_end,enc-rest-area,shower,Skip both; keep driving,"{""morale"": -1}",The manager promises another demonstration. The cleaner begins moving sandwiches to higher ground.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
sat_receipt_museum,The Museum of Very Large Savings,Beltway,classic / deep / deep_end,enc-museum,receipts,Check and record labels for $13,"{""cash_cents"": 1300, ""sanity"": -2, ""credibility"": 2, ""add_receipt"": ""sat_receipt_museum""}","Notes saved, head aching, $13 collected. Counting it twice fails to produce $26. You’re clearly unqualified for DOGE.",https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_receipt_museum,The Museum of Very Large Savings,Beltway,classic / deep / deep_end,enc-museum,receipts,Improvise a tour from memory,"{""morale"": 2, ""credibility"": -2}",The crew laughs until you repeat the wrong figure. The curator adds you to the correction.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_receipt_museum,The Museum of Very Large Savings,Beltway,classic / deep / deep_end,enc-museum,receipts,Skip the exhibit,"{""morale"": -1}",You leave the quarter's promotion ceremony. Your own net worth remains offensively well documented.,https://abcnews.go.com/US/doge-claims-55-billion-government-cuts-figure-hard/story?id=118966190
sat_transit_ribbon,The Ribbon-Cutting Holding Pattern,Beltway,classic / deep / deep_end,enc-street,transit,Donate one snack bundle,"{""supplies"": -1, ""allies"": 1}",Volunteers add your number beside the survey hotline. Your contribution is listed under 'edible infrastructure.',https://www.transitchicago.com/chicago-transit-authority-sues-federal-government-over-paused-red-line-extension-and-red--purple-modernization-project-funding/
sat_transit_ribbon,The Ribbon-Cutting Holding Pattern,Beltway,classic / deep / deep_end,enc-street,transit,Tally rider surveys for $9,"{""cash_cents"": 900, ""sanity"": -1, ""credibility"": 1}",Nine dollars and a headache. One nurse lists 'my manager's imagination' under alternative transportation.,https://www.transitchicago.com/chicago-transit-authority-sues-federal-government-over-paused-red-line-extension-and-red--purple-modernization-project-funding/
sat_transit_ribbon,The Ribbon-Cutting Holding Pattern,Beltway,classic / deep / deep_end,enc-street,transit,Head back to the van,"{""morale"": -1}",You drive away. The ribbon remains a zero-emissions vehicle with an exceptionally limited range.,https://www.transitchicago.com/chicago-transit-authority-sues-federal-government-over-paused-red-line-extension-and-red--purple-modernization-project-funding/
sat_weather_desk,Six Dollars for Better Weather,Beltway,classic / deep / deep_end,enc-street,weather,Save the sign and official forecast,"{""sanity"": -1, ""credibility"": 3, ""add_receipt"": ""sat_weather_desk""}",You document the mismatch until your eyes ache. The vendor asks whether facts require a permit.,https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_weather_desk,Six Dollars for Better Weather,Beltway,classic / deep / deep_end,enc-street,weather,Hang the false sign for $6,"{""cash_cents"": 600, ""credibility"": -2}",You pocket six dollars. A worker checks their forecast app. Your meteorology career ends at orientation.,https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_weather_desk,Six Dollars for Better Weather,Beltway,classic / deep / deep_end,enc-street,weather,Turn down the job,"{""morale"": -1}",You keep your integrity. The gas pump regrets it does not participate in that rewards program.,https://www.oversight.gov/reports/evaluation-noaas-september-6-2019-statement-about-hurricane-dorian-forecasts
sat_bibliography_emergency,This Reference Needs a Pulse,Beltway,classic / deep / deep_end,enc-clinic,maha,Check references for $12,"{""cash_cents"": 1200, ""sanity"": -2, ""add_receipt"": ""sat_bibliography_emergency""}",Twelve dollars and a saved correction list. Your brain now displays ‘This page is not responding.’,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_bibliography_emergency,This Reference Needs a Pulse,Beltway,classic / deep / deep_end,enc-clinic,maha,Accept care using your kit — 1 supply,"{""supplies"": -1, ""hp"": 2}",The nurse uses your kit and you recover. She opens the bandages without making you choose a subscription tier.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
sat_bibliography_emergency,This Reference Needs a Pulse,Beltway,classic / deep / deep_end,enc-clinic,maha,Head back to the van,"{""morale"": -1}",The van’s second opinion is ‘probably fine.’ Opinions three through six have nothing to add.,https://abcnews.go.com/Politics/rfk-jrs-maha-report-contained-existent-studies/story?id=122321059
west_grant_translation,Patriotic Thesaurus,PacificCoast,classic / deep / deep_end,enc-media-workshop,west_grants,Take the translation shift,"{""cash_cents"": 1200, ""sanity"": -1}",You earn twelve dollars. The project is unchanged; its adjectives have passed inspection.,https://www.sandiego.gov/sites/default/files/2025-10/fy2025-citywide-annual-grants-evaluation-final.pdf
west_grant_translation,Patriotic Thesaurus,PacificCoast,classic / deep / deep_end,enc-media-workshop,west_grants,Publish both versions,"{""credibility"": 2, ""sanity"": -1, ""add_receipt"": ""west_grant_translation""}",You preserve the original and the patriotic translation. The receipts need no translation.,https://www.sandiego.gov/sites/default/files/2025-10/fy2025-citywide-annual-grants-evaluation-final.pdf
west_grant_translation,Patriotic Thesaurus,PacificCoast,classic / deep / deep_end,enc-media-workshop,west_grants,Keep moving,{},The crew leaves the offer behind.,https://www.sandiego.gov/sites/default/files/2025-10/fy2025-citywide-annual-grants-evaluation-final.pdf
west_rail_replacement,High-Speed Replacement Van,PacificCoast,classic / deep / deep_end,enc-street,west_rail,Deliver their event supplies,"{""cash_cents"": 1500, ""supplies"": -1}",You collect fifteen dollars. Your van is now the most operational part of the announcement.,https://hsr.ca.gov/wp-content/uploads/2026/02/2026-HSR-Draft-Business-Plan-02282026.pdf
west_rail_replacement,High-Speed Replacement Van,PacificCoast,classic / deep / deep_end,enc-street,west_rail,Document the missing rail money,"{""credibility"": 2, ""allies"": 1, ""sanity"": -1, ""add_receipt"": ""west_rail_replacement""}",A commuter joins your contacts. The brochure’s dotted line is still not a railway.,https://hsr.ca.gov/wp-content/uploads/2026/02/2026-HSR-Draft-Business-Plan-02282026.pdf
west_rail_replacement,High-Speed Replacement Van,PacificCoast,classic / deep / deep_end,enc-street,west_rail,Keep moving,{},The crew leaves the offer behind.,https://hsr.ca.gov/wp-content/uploads/2026/02/2026-HSR-Draft-Business-Plan-02282026.pdf
