unit_id,family_id,variant,category,mode,runtime_key,scope,in_content_release,source_scene_id,scene_direction,overlay_count,asset_mapping_status
ENC-C02-C,ENC-C02,C,Road encounters,Classic,classic_civic_potluck,compatible_narrative,false,enc-c02-c-display,Community kitchen receiving a political-dinner donation,1,needs_art_catalog_mapping
ENC-C03-A,ENC-C03,A,Road encounters,Classic,classic_crossing_block_party,compatible_narrative,true,enc-c03-a-display,School community hall hosting a voluntary satirical fundraiser,1,needs_art_catalog_mapping
ENC-C03-B,ENC-C03,B,Road encounters,Classic,classic_crossing_block_party,compatible_narrative,false,enc-c03-b-display,Inland boat-club pond fundraiser,1,needs_art_catalog_mapping
ENC-C03-C,ENC-C03,C,Road encounters,Classic,classic_crossing_block_party,compatible_narrative,false,enc-c03-c-display,Public-library privacy workshop,1,needs_art_catalog_mapping
ENC-C04-A,ENC-C04,A,Road encounters,Classic,classic_freeway_mural,compatible_narrative,true,enc-c04-a-display,Overgrown picnic shelter near a park road,0,needs_art_catalog_mapping
ENC-C04-B,ENC-C04,B,Road encounters,Classic,classic_freeway_mural,compatible_narrative,false,enc-c04-b-display,Roadside alteration co-op,0,needs_art_catalog_mapping
ENC-C04-C,ENC-C04,C,Road encounters,Classic,classic_freeway_mural,compatible_narrative,false,enc-c04-c-display,Travelling workers' fair beside a highway stop,1,needs_art_catalog_mapping
ENC-C05-A,ENC-C05,A,Road encounters,Classic,classic_mail_drop,compatible_narrative,true,enc-c05-a-display,Library community correspondence table,1,needs_art_catalog_mapping
ENC-C05-B,ENC-C05,B,Road encounters,Classic,classic_mail_drop,compatible_narrative,false,enc-c05-b-display,Roadside community letter table,1,needs_art_catalog_mapping
ENC-C05-C,ENC-C05,C,Road encounters,Classic,classic_mail_drop,compatible_narrative,false,enc-c05-c-display,Roadside diner correspondence table,1,needs_art_catalog_mapping
ENC-C06-A,ENC-C06,A,Road encounters,Classic,classic_media_training,compatible_narrative,true,enc-c06-a-display,Community-hall teach-in with a safe display ladder,1,needs_art_catalog_mapping
ENC-C06-B,ENC-C06,B,Road encounters,Classic,classic_media_training,compatible_narrative,false,enc-c06-b-display,Public workshop preparing for future Medicaid work checks,1,needs_art_catalog_mapping
ENC-C06-C,ENC-C06,C,Road encounters,Classic,classic_media_training,compatible_narrative,false,enc-c06-c-display,Veterans' community hall beneath a leaking roof,1,needs_art_catalog_mapping
ENC-C07-A,ENC-C07,A,Road encounters,Classic,classic_mutual_aid,compatible_narrative,true,enc-c07-a-display,Roadside tool co-op with repairable stock,1,needs_art_catalog_mapping
ENC-C07-B,ENC-C07,B,Road encounters,Classic,classic_mutual_aid,compatible_narrative,false,enc-c07-b-display,School-hall fundraiser with donated desks,1,needs_art_catalog_mapping
ENC-C07-C,ENC-C07,C,Road encounters,Classic,classic_mutual_aid,compatible_narrative,false,enc-c07-c-display,Public research fundraiser with unplugged demonstration equipment,1,needs_art_catalog_mapping
ENC-C08-A,ENC-C08,A,Road encounters,Classic,classic_mutual_aid_dispatch,compatible_narrative,true,enc-c08-a-display,Roadside map-club table with two coast charts,1,needs_art_catalog_mapping
ENC-C08-B,ENC-C08,B,Road encounters,Classic,classic_mutual_aid_dispatch,compatible_narrative,false,enc-c08-b-display,Roadside café with a mock political-dinner display,1,needs_art_catalog_mapping
ENC-C08-C,ENC-C08,C,Road encounters,Classic,classic_mutual_aid_dispatch,compatible_narrative,false,enc-c08-c-display,Town walking-tour stop beside a former neighborhood parking area,1,needs_art_catalog_mapping
ENC-C09-A,ENC-C09,A,Road encounters,Classic,classic_neighborhood_watch,compatible_narrative,true,enc-c09-a-display,Park-road turnout beside a visitor mural,0,needs_art_catalog_mapping
ENC-C09-B,ENC-C09,B,Road encounters,Classic,classic_neighborhood_watch,compatible_narrative,false,enc-c09-b-display,Roadside tyre shop,1,needs_art_catalog_mapping
ENC-C09-C,ENC-C09,C,Road encounters,Classic,classic_neighborhood_watch,compatible_narrative,false,enc-c09-c-display,Library outreach demonstration beside a public entrance,1,needs_art_catalog_mapping
ENC-C10-A,ENC-C10,A,Road encounters,Classic,classic_overpass_stage,compatible_narrative,true,enc-c10-a-display,Roadside civic fair staging area,1,needs_art_catalog_mapping
ENC-C10-B,ENC-C10,B,Road encounters,Classic,classic_overpass_stage,compatible_narrative,false,enc-c10-b-display,Roadside community health fundraiser,1,needs_art_catalog_mapping
ENC-C10-C,ENC-C10,C,Road encounters,Classic,classic_overpass_stage,compatible_narrative,false,enc-c10-c-display,Community demonstration staging area beside the road,1,needs_art_catalog_mapping
ENC-C11-A,ENC-C11,A,Road encounters,Classic,classic_press_briefing,compatible_narrative,true,enc-c11-a-display,Public research briefing in a roadside community hall,1,needs_art_catalog_mapping
ENC-C11-B,ENC-C11,B,Road encounters,Classic,classic_press_briefing,compatible_narrative,false,enc-c11-b-display,Public preparatory benefits workshop,1,needs_art_catalog_mapping
ENC-C11-C,ENC-C11,C,Road encounters,Classic,classic_press_briefing,compatible_narrative,false,enc-c11-c-display,Community map desk at a highway rest stop,1,needs_art_catalog_mapping
ENC-C12-A,ENC-C12,A,Road encounters,Classic,classic_press_pool_qna,compatible_narrative,true,enc-c12-a-display,Town-museum public caption review,1,needs_art_catalog_mapping
ENC-C12-B,ENC-C12,B,Road encounters,Classic,classic_press_pool_qna,compatible_narrative,false,enc-c12-b-display,Public food-assistance meeting in a community hall,1,needs_art_catalog_mapping
ENC-C12-C,ENC-C12,C,Road encounters,Classic,classic_press_pool_qna,compatible_narrative,false,enc-c12-c-display,Open local-business meeting near a roadside café,1,needs_art_catalog_mapping
ENC-C13-A,ENC-C13,A,Road encounters,Classic,classic_radio_phonebank,compatible_narrative,true,enc-c13-a-display,Roadside marina print counter,1,needs_art_catalog_mapping
ENC-C13-B,ENC-C13,B,Road encounters,Classic,classic_radio_phonebank,compatible_narrative,false,enc-c13-b-display,Catering-depot public safety demonstration,1,needs_art_catalog_mapping
ENC-C13-C,ENC-C13,C,Road encounters,Classic,classic_radio_phonebank,compatible_narrative,false,enc-c13-c-display,Small print shop beside a highway,1,needs_art_catalog_mapping
ENC-C14-A,ENC-C14,A,Road encounters,Classic,classic_service_station,compatible_narrative,true,enc-c14-a-display,Roadside workers' protest with a cooling shelter,1,needs_art_catalog_mapping
ENC-C14-B,ENC-C14,B,Road encounters,Classic,classic_service_station,compatible_narrative,false,enc-c14-b-display,Community-clinic public information and first-aid table,1,needs_art_catalog_mapping
ENC-C14-C,ENC-C14,C,Road encounters,Classic,classic_service_station,compatible_narrative,false,enc-c14-c-display,Park roadside first-aid table,1,needs_art_catalog_mapping
ENC-C15-A,ENC-C15,A,Road encounters,Classic,classic_union_blockade,compatible_narrative,true,enc-c15-a-display,Roadside civic picnic,1,needs_art_catalog_mapping
ENC-C15-B,ENC-C15,B,Road encounters,Classic,classic_union_blockade,compatible_narrative,false,enc-c15-b-display,School-community picnic discussing a fictional local board proposal,1,needs_art_catalog_mapping
ENC-C15-C,ENC-C15,C,Road encounters,Classic,classic_union_blockade,compatible_narrative,false,enc-c15-c-display,Library community supper and citation-checking event,1,needs_art_catalog_mapping
ENC-C16-A,ENC-C16,A,Road encounters,Classic,classic_water_drive,compatible_narrative,true,enc-c16-a-display,Roadside canning kitchen loading area,1,needs_art_catalog_mapping
ENC-C16-B,ENC-C16,B,Road encounters,Classic,classic_water_drive,compatible_narrative,false,enc-c16-b-display,Boat-club roadside entrance with replacement visitor signs,1,needs_art_catalog_mapping
ENC-C16-C,ENC-C16,C,Road encounters,Classic,classic_water_drive,compatible_narrative,false,enc-c16-c-display,School-supply exchange beside a roadside community center,1,needs_art_catalog_mapping
ENC-C17-A,ENC-C17,A,Road encounters,Classic,fundraiser_detour,compatible_narrative,true,enc-c17-a-display,Volunteer-maintained park picnic area,1,needs_art_catalog_mapping
ENC-C17-B,ENC-C17,B,Road encounters,Classic,fundraiser_detour,compatible_narrative,false,enc-c17-b-display,Community kitchen at a highway stop,1,needs_art_catalog_mapping
ENC-C17-C,ENC-C17,C,Road encounters,Classic,fundraiser_detour,compatible_narrative,false,enc-c17-c-display,Roadside community-newsroom reading room,1,needs_art_catalog_mapping
ENC-C18-A,ENC-C18,A,Road encounters,Classic,town_hall_drift,compatible_narrative,true,enc-c18-a-display,Community building with an out-of-service lift and staircase,1,needs_art_catalog_mapping
ENC-C18-B,ENC-C18,B,Road encounters,Classic,town_hall_drift,compatible_narrative,false,enc-c18-b-display,Roadside hotel ground-floor corridor,1,needs_art_catalog_mapping
ENC-C18-C,ENC-C18,C,Road encounters,Classic,town_hall_drift,compatible_narrative,false,enc-c18-c-display,Roadside hall with a standing-room public meeting,1,needs_art_catalog_mapping
ENC-D01-A,ENC-D01,A,Road encounters,Deep End,beltway_briefing,compatible_narrative,true,enc-d01-a-display,Roadside satirical museum with a theatrical memory-washing machine,1,needs_art_catalog_mapping
ENC-D01-B,ENC-D01,B,Road encounters,Deep End,beltway_briefing,compatible_narrative,false,enc-d01-b-display,Roadside mock research séance,1,needs_art_catalog_mapping
ENC-D01-C,ENC-D01,C,Road encounters,Deep End,beltway_briefing,compatible_narrative,false,enc-d01-c-display,Roadside tourist booth with a vibrating relief map,1,needs_art_catalog_mapping
ENC-D02-A,ENC-D02,A,Road encounters,Deep End,deep_circuit_breaker,compatible_narrative,true,enc-d02-a-display,Traveling trade-fair demonstration beside a shaded rest point,1,needs_art_catalog_mapping
ENC-D02-B,ENC-D02,B,Road encounters,Deep End,deep_circuit_breaker,compatible_narrative,false,enc-d02-b-display,Preparatory benefits fair with an exaggerated rotating model gate,1,needs_art_catalog_mapping
ENC-D02-C,ENC-D02,C,Road encounters,Deep End,deep_circuit_breaker,compatible_narrative,false,enc-d02-c-display,Roadside surplus shop with a theatrically fortified rest bench,1,needs_art_catalog_mapping
ENC-D03-A,ENC-D03,A,Road encounters,Deep End,deep_field_intel,compatible_narrative,true,enc-d03-a-display,Workers' fair with a theatrical gift-inspection tunnel,1,needs_art_catalog_mapping
ENC-D03-B,ENC-D03,B,Road encounters,Deep End,deep_field_intel,compatible_narrative,false,enc-d03-b-display,Bookshop mock classroom display,2,needs_art_catalog_mapping
ENC-D03-C,ENC-D03,C,Road encounters,Deep End,deep_field_intel,compatible_narrative,false,enc-d03-c-display,Community kitchen with a theatrical austerity slicer,1,needs_art_catalog_mapping
ENC-D04-A,ENC-D04,A,Road encounters,Deep End,deep_grassroots_signal,compatible_narrative,true,enc-d04-a-display,Roadside technology fair with a sandwich-message demonstration,1,needs_art_catalog_mapping
ENC-D04-B,ENC-D04,B,Road encounters,Deep End,deep_grassroots_signal,compatible_narrative,false,enc-d04-b-display,Roadside tariff-promotion demonstration,1,needs_art_catalog_mapping
ENC-D04-C,ENC-D04,C,Road encounters,Deep End,deep_grassroots_signal,compatible_narrative,false,enc-d04-c-display,Roadside MAHA souvenir stall,1,needs_art_catalog_mapping
ENC-D05-A,ENC-D05,A,Road encounters,Deep End,deep_media_ambush,compatible_narrative,true,enc-d05-a-display,Roadside parent-organized return-to-sender booth,1,needs_art_catalog_mapping
ENC-D05-B,ENC-D05,B,Road encounters,Deep End,deep_media_ambush,compatible_narrative,false,enc-d05-b-display,Roadside political-money exhibit,1,needs_art_catalog_mapping
ENC-D05-C,ENC-D05,C,Road encounters,Deep End,deep_media_ambush,compatible_narrative,false,enc-d05-c-display,Roadside coverage-umbrella demonstration,1,needs_art_catalog_mapping
ENC-D06-A,ENC-D06,A,Road encounters,Deep End,deep_memorandum_dump,compatible_narrative,true,enc-d06-a-display,Roadside hardware shop with a theatrical oversized invoice,1,needs_art_catalog_mapping
ENC-D06-B,ENC-D06,B,Road encounters,Deep End,deep_memorandum_dump,compatible_narrative,false,enc-d06-b-display,Town-museum company-store exhibit,1,needs_art_catalog_mapping
ENC-D06-C,ENC-D06,C,Road encounters,Deep End,deep_memorandum_dump,compatible_narrative,false,enc-d06-c-display,Roadside office-supply shop with a satirical message chute,1,needs_art_catalog_mapping
ENC-D07-A,ENC-D07,A,Road encounters,Deep End,deep_secure_line,compatible_narrative,true,enc-d07-a-display,Roadside workshop with an exaggerated calendar printer,1,needs_art_catalog_mapping
ENC-D07-B,ENC-D07,B,Road encounters,Deep End,deep_secure_line,compatible_narrative,false,enc-d07-b-display,Roadside stationery exhibit with a double-handled filing drawer,1,needs_art_catalog_mapping
ENC-D07-C,ENC-D07,C,Road encounters,Deep End,deep_secure_line,compatible_narrative,false,enc-d07-c-display,Roadside public-research exhibit with a roofless lab model,1,needs_art_catalog_mapping
ENC-D08-A,ENC-D08,A,Road encounters,Deep End,deep_state_dirge,compatible_narrative,true,enc-d08-a-display,Satirical classroom attraction with an entrance test and short exit slide,1,needs_art_catalog_mapping
ENC-D08-B,ENC-D08,B,Road encounters,Deep End,deep_state_dirge,compatible_narrative,false,enc-d08-b-display,Roadside tariff-promotion maze,1,needs_art_catalog_mapping
ENC-D08-C,ENC-D08,C,Road encounters,Deep End,deep_state_dirge,compatible_narrative,false,enc-d08-c-display,Traveling public-infrastructure exhibit with a garage-shaped pedestrian gate,1,needs_art_catalog_mapping
ENC-D09-A,ENC-D09,A,Road encounters,Deep End,deep_watch_party,compatible_narrative,true,enc-d09-a-display,Roadside diner with a mock exclusive political dinner,1,needs_art_catalog_mapping
ENC-D09-B,ENC-D09,B,Road encounters,Deep End,deep_watch_party,compatible_narrative,false,enc-d09-b-display,Roadside hall with an exaggerated privacy demonstration,1,needs_art_catalog_mapping
ENC-D09-C,ENC-D09,C,Road encounters,Deep End,deep_watch_party,compatible_narrative,false,enc-d09-c-display,Park-road tourist stall with a mechanical ranger parody,1,needs_art_catalog_mapping
ENC-D10-A,ENC-D10,A,Road encounters,Deep End,deep_watchdog_sync,compatible_narrative,true,enc-d10-a-display,Roadside temp-work office reception,1,needs_art_catalog_mapping
ENC-D10-B,ENC-D10,B,Road encounters,Deep End,deep_watchdog_sync,compatible_narrative,false,enc-d10-b-display,Town-museum factory-worker display,1,needs_art_catalog_mapping
ENC-D10-C,ENC-D10,C,Road encounters,Deep End,deep_watchdog_sync,compatible_narrative,false,enc-d10-c-display,Library public review of fictional revised storybooks,1,needs_art_catalog_mapping
ENC-D11-A,ENC-D11,A,Road encounters,Deep End,deep_waystation_boost,compatible_narrative,true,enc-d11-a-display,Public approach to a freight yard with two marked exit routes,1,needs_art_catalog_mapping
ENC-D11-B,ENC-D11,B,Road encounters,Deep End,deep_waystation_boost,compatible_narrative,false,enc-d11-b-display,Marina entrance where several internal lanes meet,1,needs_art_catalog_mapping
ENC-D11-C,ENC-D11,C,Road encounters,Deep End,deep_waystation_boost,compatible_narrative,false,enc-d11-c-display,Roadside hotel exit during an independent political fundraiser,1,needs_art_catalog_mapping
ENC-D12-A,ENC-D12,A,Road encounters,Deep End,deep_rustbelt_convoy,compatible_narrative,true,enc-d12-a-display,Park-road junction with an open service lane and signed public loop,0,needs_art_catalog_mapping
ENC-D12-B,ENC-D12,B,Road encounters,Deep End,deep_rustbelt_convoy,compatible_narrative,false,enc-d12-b-display,Rest-stop lot hosting a traveling Rail Trail funding exhibit,1,needs_art_catalog_mapping
ENC-D12-C,ENC-D12,C,Road encounters,Deep End,deep_rustbelt_convoy,compatible_narrative,false,enc-d12-c-display,Roadside produce yard with two clear outgoing lanes,1,needs_art_catalog_mapping
ENC-D13-A,ENC-D13,A,Road encounters,Deep End,deep_beltway_fastpass,compatible_narrative,true,enc-d13-a-display,Roadside surplus market with two named queues joining one exit,1,needs_art_catalog_mapping
ENC-D13-B,ENC-D13,B,Road encounters,Deep End,deep_beltway_fastpass,compatible_narrative,false,enc-d13-b-display,Trade-show parking exit with exaggerated document security,1,needs_art_catalog_mapping
ENC-D13-C,ENC-D13,C,Road encounters,Deep End,deep_beltway_fastpass,compatible_narrative,false,enc-d13-c-display,Community demonstration junction near a school-supply event,1,needs_art_catalog_mapping
ENC-S01-A,ENC-S01,A,Road encounters,Shared,raw_milk,compatible_narrative,true,enc-s01-a-display,Park visitor-service storage area beside a turnout,0,needs_art_catalog_mapping
ENC-S01-B,ENC-S01,B,Road encounters,Shared,raw_milk,compatible_narrative,false,enc-s01-b-display,Roadside garage volunteer repair day,1,needs_art_catalog_mapping
ENC-S01-C,ENC-S01,C,Road encounters,Shared,raw_milk,compatible_narrative,false,enc-s01-c-display,Veterans' hall supper and ceremonial-storage table,1,needs_art_catalog_mapping
ENC-S02-A,ENC-S02,A,Road encounters,Shared,tariff_whiplash,compatible_narrative,true,enc-s02-a-display,Roadside fair with opposing tariff-cost and slogan tables,1,needs_art_catalog_mapping
ENC-S02-B,ENC-S02,B,Road encounters,Shared,tariff_whiplash,compatible_narrative,false,enc-s02-b-display,Library public health-information fair,1,needs_art_catalog_mapping
ENC-S02-C,ENC-S02,C,Road encounters,Shared,tariff_whiplash,compatible_narrative,false,enc-s02-c-display,Civic picnic with campaign-finance examples,1,needs_art_catalog_mapping
ENC-S03-A,ENC-S03,A,Road encounters,Shared,clinic_triage,compatible_narrative,true,enc-s03-a-display,Community benefits-preparation workshop,1,needs_art_catalog_mapping
ENC-S03-B,ENC-S03,B,Road encounters,Shared,clinic_triage,compatible_narrative,false,enc-s03-b-display,Public research teach-in with a disassembled chair model,1,needs_art_catalog_mapping
ENC-S03-C,ENC-S03,C,Road encounters,Shared,clinic_triage,compatible_narrative,false,enc-s03-c-display,Temp-work office public briefing and volunteer desk,1,needs_art_catalog_mapping
ENC-S04-A,ENC-S04,A,Road encounters,Shared,overnight_briefing,compatible_narrative,true,enc-s04-a-display,Roadside freight-office rest-area desk,1,needs_art_catalog_mapping
ENC-S04-B,ENC-S04,B,Road encounters,Shared,overnight_briefing,compatible_narrative,false,enc-s04-b-display,Park campground service desk after staffing cuts,1,needs_art_catalog_mapping
ENC-S04-C,ENC-S04,C,Road encounters,Shared,overnight_briefing,compatible_narrative,false,enc-s04-c-display,Marina visitor area with stacked benches and an older shaded corner,1,needs_art_catalog_mapping
ENC-S05-A,ENC-S05,A,Road encounters,Shared,sat_straw_reserve,compatible_narrative,true,enc-s05-a-display,Roadside grocery with layers of shelf-price stickers,1,needs_art_catalog_mapping
ENC-S05-B,ENC-S05,B,Road encounters,Shared,sat_straw_reserve,compatible_narrative,false,enc-s05-b-display,Temp-work center with a small food counter and surrendered-gift inventory,1,needs_art_catalog_mapping
ENC-S05-C,ENC-S05,C,Road encounters,Shared,sat_straw_reserve,compatible_narrative,false,enc-s05-c-display,Roadside surplus-market café and souvenir counter,1,needs_art_catalog_mapping
ENC-S06-A,ENC-S06,A,Road encounters,Shared,sat_corn_bullets,compatible_narrative,true,enc-s06-a-display,Library citation-checking fair,1,needs_art_catalog_mapping
ENC-S06-B,ENC-S06,B,Road encounters,Shared,sat_corn_bullets,compatible_narrative,false,enc-s06-b-display,Roadside print shop with a public message-routing display,1,needs_art_catalog_mapping
ENC-S06-C,ENC-S06,C,Road encounters,Shared,sat_corn_bullets,compatible_narrative,false,enc-s06-c-display,Roadside parent-run public-letter stall,1,needs_art_catalog_mapping
ENC-S07-A,ENC-S07,A,Road encounters,Shared,sat_grant_groceries,compatible_narrative,true,enc-s07-a-display,Park campground volunteer tent beside an unused service desk,1,needs_art_catalog_mapping
ENC-S07-B,ENC-S07,B,Road encounters,Shared,sat_grant_groceries,compatible_narrative,false,enc-s07-b-display,Roadside machine shop receiving salvaged steel,1,needs_art_catalog_mapping
ENC-S07-C,ENC-S07,C,Road encounters,Shared,sat_grant_groceries,compatible_narrative,false,enc-s07-c-display,Community pantry fundraiser with an empty donated freezer,1,needs_art_catalog_mapping
ENC-S08-A,ENC-S08,A,Road encounters,Shared,sat_cow_citations,compatible_narrative,true,enc-s08-a-display,Roadside café campaign-finance information table,1,needs_art_catalog_mapping
ENC-S08-B,ENC-S08,B,Road encounters,Shared,sat_cow_citations,compatible_narrative,false,enc-s08-b-display,Roadside diner health-law information table,1,needs_art_catalog_mapping
ENC-S08-C,ENC-S08,C,Road encounters,Shared,sat_cow_citations,compatible_narrative,false,enc-s08-c-display,Roadside souvenir print shop with a naming-order display and food counter,1,needs_art_catalog_mapping
ENC-S09-A,ENC-S09,A,Road encounters,Shared,sat_forecast_corrected,compatible_narrative,true,road-s09-a,Roadside construction trade fair,1,needs_art_catalog_mapping
ENC-S09-B,ENC-S09,B,Road encounters,Shared,sat_forecast_corrected,compatible_narrative,false,road-s09-b,Fictional roadside wellness fair,1,needs_art_catalog_mapping
ENC-S09-C,ENC-S09,C,Road encounters,Shared,sat_forecast_corrected,compatible_narrative,false,road-s09-c,Independent political committee’s roadside picnic,1,needs_art_catalog_mapping
ENC-S10-A,ENC-S10,A,Road encounters,Shared,sat_parking_gulf,compatible_narrative,true,road-s10-a,Flooded roadside parking entrance,1,needs_art_catalog_mapping
ENC-S10-B,ENC-S10,B,Road encounters,Shared,sat_parking_gulf,compatible_narrative,false,road-s10-b,Roadside souvenir-printing stall,2,needs_art_catalog_mapping
ENC-S10-C,ENC-S10,C,Road encounters,Shared,sat_parking_gulf,compatible_narrative,false,road-s10-c,Motel meeting-room entrance,2,needs_art_catalog_mapping
ENC-S11-A,ENC-S11,A,Road encounters,Shared,sat_library_minimum,compatible_narrative,true,road-s11-a,Shop beside a fictional national-park entrance,1,needs_art_catalog_mapping
ENC-S11-B,ENC-S11,B,Road encounters,Shared,sat_library_minimum,compatible_narrative,false,road-s11-b,Community book-sale discussion table,1,needs_art_catalog_mapping
ENC-S11-C,ENC-S11,C,Road encounters,Shared,sat_library_minimum,compatible_narrative,false,road-s11-c,Print shop producing school-help leaflets,1,needs_art_catalog_mapping
ENC-S12-A,ENC-S12,A,Road encounters,Shared,sat_tariff_forklift,compatible_narrative,true,road-s12-a,Produce-yard hiring entrance,2,needs_art_catalog_mapping
ENC-S12-B,ENC-S12,B,Road encounters,Shared,sat_tariff_forklift,compatible_narrative,false,road-s12-b,Discount-store loading bay beside a waiting parent,1,needs_art_catalog_mapping
ENC-S12-C,ENC-S12,C,Road encounters,Shared,sat_tariff_forklift,compatible_narrative,false,road-s12-c,Catering-supply depot,2,needs_art_catalog_mapping
ENC-S13-A,ENC-S13,A,Road encounters,Shared,sat_alternator_tariff,compatible_narrative,true,road-s13-a,Roadside grocery counter,1,needs_art_catalog_mapping
ENC-S13-B,ENC-S13,B,Road encounters,Shared,sat_alternator_tariff,compatible_narrative,false,road-s13-b,Roadside parts-shop till,1,needs_art_catalog_mapping
ENC-S13-C,ENC-S13,C,Road encounters,Shared,sat_alternator_tariff,compatible_narrative,false,road-s13-c,Roadside general-store counter,1,needs_art_catalog_mapping
ENC-S14-A,ENC-S14,A,Road encounters,Shared,sat_billion_pothole,compatible_narrative,true,road-s14-a,Independent committee’s event-equipment depot,2,needs_art_catalog_mapping
ENC-S14-B,ENC-S14,B,Road encounters,Shared,sat_billion_pothole,compatible_narrative,false,road-s14-b,Clinic fundraiser equipment entrance,1,needs_art_catalog_mapping
ENC-S14-C,ENC-S14,C,Road encounters,Shared,sat_billion_pothole,compatible_narrative,false,road-s14-c,Private visa-agent promotional open house,1,needs_art_catalog_mapping
ENC-S15-A,ENC-S15,A,Road encounters,Shared,sat_bridge_bullets,compatible_narrative,true,road-s15-a,Community workshop about future Medicaid requirements,1,needs_art_catalog_mapping
ENC-S15-B,ENC-S15,B,Road encounters,Shared,sat_bridge_bullets,compatible_narrative,false,road-s15-b,Community display discussing federal history policy,1,needs_art_catalog_mapping
ENC-S15-C,ENC-S15,C,Road encounters,Shared,sat_bridge_bullets,compatible_narrative,false,road-s15-c,Food-assistance information table,1,needs_art_catalog_mapping
ENC-S16-A,ENC-S16,A,Road encounters,Shared,sat_press_pool_radio,compatible_narrative,true,road-s16-a,Roadside café counter,2,needs_art_catalog_mapping
ENC-S16-B,ENC-S16,B,Road encounters,Shared,sat_press_pool_radio,compatible_narrative,false,road-s16-b,Parcel-shop counter,2,needs_art_catalog_mapping
ENC-S16-C,ENC-S16,C,Road encounters,Shared,sat_press_pool_radio,compatible_narrative,false,road-s16-c,Party-supply loading bay,2,needs_art_catalog_mapping
ENC-S17-A,ENC-S17,A,Road encounters,Shared,sat_hydration_pressure,compatible_narrative,true,road-s17-a,Truck-stop shower promotion beside a sandwich counter,1,needs_art_catalog_mapping
ENC-S17-B,ENC-S17,B,Road encounters,Shared,sat_hydration_pressure,compatible_narrative,false,road-s17-b,Gym open house with a contractor’s policy stall,1,needs_art_catalog_mapping
ENC-S17-C,ENC-S17,C,Road encounters,Shared,sat_hydration_pressure,compatible_narrative,false,road-s17-c,Truck-stop washroom entrance,1,needs_art_catalog_mapping
ENC-S18-A,ENC-S18,A,Road encounters,Shared,sat_museum_grant,compatible_narrative,true,road-s18-a,School fundraiser book stall,1,needs_art_catalog_mapping
ENC-S18-B,ENC-S18,B,Road encounters,Shared,sat_museum_grant,compatible_narrative,false,road-s18-b,Souvenir printer’s postcard racks,1,needs_art_catalog_mapping
ENC-S18-C,ENC-S18,C,Road encounters,Shared,sat_museum_grant,compatible_narrative,false,road-s18-c,Used-book history stall,2,needs_art_catalog_mapping
ENC-S19-A,ENC-S19,A,Road encounters,Shared,sat_factcheck_shift,compatible_narrative,true,road-s19-a,Copy-shop collating bench,1,needs_art_catalog_mapping
ENC-S19-B,ENC-S19,B,Road encounters,Shared,sat_factcheck_shift,compatible_narrative,false,road-s19-b,University research open-day service area,1,needs_art_catalog_mapping
ENC-S19-C,ENC-S19,C,Road encounters,Shared,sat_factcheck_shift,compatible_narrative,false,road-s19-c,Political-event printer’s finishing table,1,needs_art_catalog_mapping
ENC-S20-A,ENC-S20,A,Road encounters,Shared,sat_food_shelf,compatible_narrative,true,road-s20-a,Co-op food loading bay,1,needs_art_catalog_mapping
ENC-S20-B,ENC-S20,B,Road encounters,Shared,sat_food_shelf,compatible_narrative,false,road-s20-b,Food-bank packing table,1,needs_art_catalog_mapping
ENC-S20-C,ENC-S20,C,Road encounters,Shared,sat_food_shelf,compatible_narrative,false,road-s20-c,Farm-co-op hiring shed,2,needs_art_catalog_mapping
ENC-S21-A,ENC-S21,A,Road encounters,Shared,sat_cabinet_guest,compatible_narrative,true,road-s21-a,Marine-supply counter,2,needs_art_catalog_mapping
ENC-S21-B,ENC-S21,B,Road encounters,Shared,sat_cabinet_guest,compatible_narrative,false,road-s21-b,Military-surplus gift counter,2,needs_art_catalog_mapping
ENC-S21-C,ENC-S21,C,Road encounters,Shared,sat_cabinet_guest,compatible_narrative,false,road-s21-c,Travel-shop luggage counter,2,needs_art_catalog_mapping
ENC-S22-A,ENC-S22,A,Road encounters,Shared,sat_name_infrastructure,compatible_narrative,true,road-s22-a,Beltway transport-book stall,2,needs_art_catalog_mapping
ENC-S22-B,ENC-S22,B,Road encounters,Shared,sat_name_infrastructure,compatible_narrative,false,road-s22-b,Military-souvenir bookstall,2,needs_art_catalog_mapping
ENC-S22-C,ENC-S22,C,Road encounters,Shared,sat_name_infrastructure,compatible_narrative,false,road-s22-c,Souvenir stall discussing federal historical-presentation changes,1,needs_art_catalog_mapping
ENC-S23-A,ENC-S23,A,Road encounters,Shared,sat_straw_inspection,compatible_narrative,true,road-s23-a,Burger-stand filming setup,1,needs_art_catalog_mapping
ENC-S23-B,ENC-S23,B,Road encounters,Shared,sat_straw_inspection,compatible_narrative,false,road-s23-b,Community workshop preparing for 2027 rules,1,needs_art_catalog_mapping
ENC-S23-C,ENC-S23,C,Road encounters,Shared,sat_straw_inspection,compatible_narrative,false,road-s23-c,Private roadside history display imitating the federal directive,1,needs_art_catalog_mapping
ENC-S24-A,ENC-S24,A,Road encounters,Shared,sat_shower_force,compatible_narrative,true,road-s24-a,Hardware launch with a traveler shower service,1,needs_art_catalog_mapping
ENC-S24-B,ENC-S24,B,Road encounters,Shared,sat_shower_force,compatible_narrative,false,road-s24-b,Motel lobby with a leaking decorative fountain,1,needs_art_catalog_mapping
